Site2_MeltingT,Site1_NdValence,Site2_GSestFCClatcnt,AtomicRadii_min_value,ElectricalConductivity_min_value,Site2_BCCenergy_pa,NdUnfilled_composition_average,Row_max_value,SecondIonizationEnergy_max_value,NdValence_difference,Site2_Column,Site2_NdUnfilled,Site2_GSenergy_pa,valence_composition_average,Site2_CovalentRadii,ThermalExpansionCoefficient_min_value,HeatFusion_composition_average,Site2_HeatFusion,NdUnfilled_max_value,n_ws^third_max_value,HeatFusion_min_value,IonicRadii_min_value,Site2_SpaceGroupNumber,Site2_NdValence,Material compositions 1,Material compositions 2,E_regression,E_regression_shift,group
903.78,8.0,5.016478962,1.246,2.6,-3.88991513,1.0,5.0,18.168,2.0,15.0,0.0,-4.11736234,4.0,1.4,11.0,18.635,19.79,2.0,1.75,17.48,0.69,166.0,10.0,Ni,Sb,2.6756900000000003,-0.27710999999999997,transition_metal
2896.0,9.0,3.973998007,1.3619999999999999,9.4,-10.84610777,3.0,6.0,18.563,4.0,6.0,5.0,-10.84610777,5.0,1.3,4.8,29.8275,37.48,5.0,1.78,22.175,0.59,229.0,5.0,Pt,Mo,3.96811,1.2917100000000001,noble-metal
1941.0,6.0,4.056692689,1.2409999999999999,2.6,-7.66126811,6.0,4.0,16.18,4.0,4.0,8.0,-7.77522712,5.0,1.32,8.6,13.98,14.15,8.0,1.77,13.81,0.55,194.0,2.0,Fe,Ti,2.45719,-0.13960999999999998,transition_metal
3306.0,5.0,3.834043137,1.34,12.3,-10.33236566,4.5,6.0,16.461,1.0,8.0,4.0,-11.22070399,7.0,1.26,4.8,47.665,57.85,5.0,1.85,37.48,0.59,194.0,6.0,Mo,Os,4.75024,-0.27856,refractory
2237.0,10.0,3.79278409,1.345,10.0,-6.90998391,1.0,5.0,19.63,2.0,9.0,2.0,-7.25364552,5.0,1.25,8.2,21.665,26.59,2.0,1.76,16.74,0.64,225.0,8.0,Pd,Rh,2.9119200000000003,0.26592,noble-metal
594.22,4.0,4.272293466,1.37,14.7,-0.74033904,3.0,6.0,16.908,6.0,12.0,0.0,-0.812174225,4.0,1.41,4.5,29.26,6.21,6.0,1.81,6.21,0.6,194.0,10.0,W,Cd,5.8218,-0.3253,refractory
2430.0,8.0,3.851649375,1.246,0.001,-10.09176138,3.5,5.0,18.168,3.0,7.0,5.0,-10.355151199999998,5.0,1.27,8.0,25.385,33.29,5.0,1.81,17.48,0.56,194.0,5.0,Ni,Tc,3.1402799999999997,0.18748,transition_metal
1828.05,7.0,3.8628513030000002,1.357,10.0,-5.0910129,1.5,6.0,19.63,3.0,10.0,0.0,-5.13777457,3.5,1.28,6.4,28.93,16.74,3.0,1.83,16.74,0.63,225.0,10.0,Ir,Pd,4.4704,-0.0767,noble-metal
1814.0,10.0,4.463741557,1.278,1.5,-6.17209116,4.5,4.0,20.292,9.0,3.0,9.0,-6.28551309,2.5,1.44,10.0,13.85,14.1,9.0,1.47,13.6,0.73,194.0,1.0,Cu,Sc,1.89753,-0.18267,transition_metal
2128.0,10.0,4.527079516000001,1.375,2.3,-8.46727487,4.0,5.0,19.63,8.0,4.0,8.0,-8.545958555,4.0,1.45,5.7,18.87,21.0,8.0,1.67,16.74,0.64,194.0,2.0,Pd,Zr,2.7542400000000002,0.10824,noble-metal
3459.0,6.0,3.884620563,1.2409999999999999,5.8,-12.10177805,4.5,6.0,16.18,1.0,7.0,5.0,-12.41702777,6.5,1.28,6.2,23.945,34.08,5.0,1.85,13.81,0.53,194.0,5.0,Fe,Re,2.66457,0.06777000000000001,transition_metal
577.0,5.0,4.756905929,1.3619999999999999,5.6,-2.25289773,2.5,6.0,20.428,5.0,13.0,0.0,-2.27267753,4.5,1.48,4.8,20.811,4.1419999999999995,5.0,1.77,4.1419999999999995,0.59,194.0,10.0,Mo,Tl,4.71577,-0.31303000000000003,refractory
577.0,10.0,4.756905929,1.278,5.6,-2.25289773,0.0,6.0,20.428,0.0,13.0,0.0,-2.27267753,2.5,1.48,16.5,8.871,4.1419999999999995,0.0,1.47,4.1419999999999995,0.73,194.0,10.0,Cu,Tl,1.76587,-0.31433,transition_metal
3290.0,9.0,4.169391995,1.38,8.1,-11.85139954,4.0,6.0,18.563,6.0,5.0,7.0,-11.85139954,4.5,1.34,6.3,29.3725,36.57,7.0,1.78,22.175,0.63,229.0,3.0,Pt,Ta,3.74965,1.07325,noble-metal
2607.0,10.0,3.780696194,1.278,14.9,-8.57093238,1.5,5.0,20.292,3.0,8.0,3.0,-9.19463357,5.0,1.25,6.4,26.095,38.59,3.0,1.83,13.6,0.62,194.0,7.0,Cu,Ru,2.508,0.4278,transition_metal
505.08,2.0,5.106259136,1.6,2.3,-3.89492544,4.0,5.0,14.632,8.0,14.0,0.0,-3.96104709,4.0,1.41,5.7,14.075,7.15,8.0,1.41,7.15,0.71,141.0,10.0,Zr,Sn,2.84457,0.24804,transition_metal
933.47,4.0,4.039606536,1.37,18.2,-3.65018713,3.0,6.0,18.828,4.0,13.0,0.0,-3.74542312,4.5,1.18,4.5,31.51,10.71,6.0,1.81,10.71,0.54,225.0,0.0,W,Al,6.167999999999999,0.0209,refractory
1811.0,4.0,3.501224062,1.2409999999999999,11.2,-8.28548436,5.0,6.0,16.18,2.0,8.0,4.0,-8.28548436,6.0,1.17,4.5,33.06,13.81,6.0,1.81,13.81,0.55,229.0,6.0,W,Fe,5.403919999999999,-0.7431800000000001,refractory
1687.0,6.0,4.340238825,1.2409999999999999,0.0004,-4.90201039,2.0,4.0,16.345,6.0,14.0,0.0,-5.424918005,5.0,1.11,2.6,32.01,50.21,4.0,1.77,13.81,0.26,227.0,0.0,Fe,Si,2.39436,-0.20244,transition_metal
544.4,10.0,5.089070533,1.278,0.9,-3.89538374,0.0,6.0,20.292,0.0,15.0,0.0,-3.9736943999999994,3.5,1.46,13.4,12.353,11.106,0.0,1.47,11.106,0.73,12.0,10.0,Cu,Bi,1.63815,-0.44205,transition_metal
3695.0,10.0,4.004162334,1.278,18.2,-12.95880062,3.0,6.0,20.292,6.0,6.0,6.0,-12.95880062,4.0,1.3,4.5,32.955,52.31,6.0,1.81,13.6,0.6,229.0,4.0,Cu,W,2.4377400000000002,0.35754,transition_metal
1768.0,10.0,3.447656463,1.253,17.9,-6.98008657,1.5,4.0,20.292,3.0,9.0,3.0,-7.080389145,2.5,1.16,13.0,14.9,16.2,3.0,1.75,13.6,0.65,194.0,7.0,Cu,Co,2.47185,0.39165,transition_metal
3459.0,10.0,3.884620563,1.37,5.8,-12.10177805,2.5,6.0,19.63,5.0,7.0,5.0,-12.41702777,5.5,1.28,6.2,25.41,34.08,5.0,1.85,16.74,0.53,194.0,5.0,Pd,Re,3.9085699999999997,1.26257,noble-metal
1050.0,4.0,6.008506453,1.37,5.0,-1.67793991,3.0,6.0,11.03,4.0,2.0,0.0,-1.6828136000000002,4.0,1.91,4.5,29.87,7.43,6.0,1.81,7.43,0.6,225.0,0.0,W,Sr,5.64283,-0.50427,refractory
3290.0,8.0,4.169391995,1.246,8.1,-11.85139954,4.5,6.0,18.168,5.0,5.0,7.0,-11.85139954,4.0,1.34,6.3,27.025,36.57,7.0,1.75,17.48,0.64,229.0,3.0,Ni,Ta,2.8567,-0.0961,transition_metal
2180.0,10.0,3.550558664,1.249,7.9,-9.50480758,2.5,5.0,19.63,5.0,6.0,5.0,-9.50571654,5.0,1.18,4.9,18.87,21.0,5.0,1.73,16.74,0.62,229.0,5.0,Pd,Cr,3.14051,0.49451000000000006,noble-metal
2896.0,4.0,3.973998007,1.3619999999999999,17.3,-10.84610777,5.5,6.0,16.461,1.0,6.0,5.0,-10.84610777,6.0,1.3,4.5,44.895,37.48,6.0,1.81,37.48,0.59,229.0,5.0,W,Mo,6.0301599999999995,-0.11694,refractory
2896.0,10.0,3.973998007,1.3619999999999999,17.3,-10.84610777,2.5,6.0,20.521,5.0,6.0,5.0,-10.84610777,4.5,1.3,4.8,25.015,37.48,5.0,1.77,12.55,0.59,229.0,5.0,Au,Mo,2.8125,1.0278,noble-metal
594.22,7.0,4.272293466,1.357,14.7,-0.74033904,1.5,6.0,16.908,3.0,12.0,0.0,-0.812174225,2.5,1.41,6.4,23.665,6.21,3.0,1.83,6.21,0.63,194.0,10.0,Ir,Cd,4.42133,-0.12577,noble-metal
3459.0,8.0,3.884620563,1.246,5.8,-12.10177805,3.5,6.0,18.168,3.0,7.0,5.0,-12.41702777,5.0,1.28,6.2,25.78,34.08,5.0,1.85,17.48,0.53,194.0,5.0,Ni,Re,3.45954,0.50674,transition_metal
2237.0,10.0,3.79278409,1.345,23.0,-6.90998391,1.0,6.0,20.521,2.0,9.0,2.0,-7.25364552,4.5,1.25,8.2,19.57,26.59,2.0,1.76,12.55,0.67,225.0,8.0,Au,Rh,2.5423,0.7576,noble-metal
1234.93,10.0,4.027313073999999,1.278,60.7,-2.71997917,0.0,5.0,21.49,0.0,11.0,0.0,-2.76539356,2.0,1.34,16.5,12.45,11.3,0.0,1.47,11.3,0.73,225.0,10.0,Cu,Ag,1.9474,-0.1328,transition_metal
234.32,10.0,4.656246199,1.375,1.0,-0.15983096,0.0,6.0,19.63,0.0,12.0,0.0,-0.250105562,3.0,1.49,11.8,9.5175,2.295,0.0,1.67,2.295,0.64,166.0,10.0,Pd,Hg,2.3763,-0.2697,noble-metal
1234.93,10.0,4.027313073999999,1.375,10.0,-2.71997917,0.0,5.0,21.49,0.0,11.0,0.0,-2.76539356,3.0,1.34,11.8,14.02,11.3,0.0,1.67,11.3,0.64,225.0,10.0,Pd,Ag,2.53626,-0.10974,noble-metal
3695.0,8.0,4.004162334,1.246,14.6,-12.95880062,4.0,6.0,18.168,4.0,6.0,6.0,-12.95880062,4.5,1.3,4.5,34.895,52.31,6.0,1.81,17.48,0.6,229.0,4.0,Ni,W,3.19678,0.24398000000000003,transition_metal
2506.0,9.0,4.4613982089999995,1.38,3.4,-9.77464936,4.5,6.0,18.563,7.0,4.0,8.0,-9.954299335,4.0,1.44,5.9,24.6875,27.2,8.0,1.78,22.175,0.63,194.0,2.0,Pt,Hf,3.09901,0.42261000000000004,noble-metal
1768.0,10.0,3.447656463,1.253,10.0,-6.98008657,1.5,5.0,19.63,3.0,9.0,3.0,-7.080389145,3.5,1.16,11.8,16.47,16.2,3.0,1.75,16.2,0.64,194.0,7.0,Pd,Co,2.64417,-0.00183,noble-metal
594.22,10.0,4.272293466,1.278,14.7,-0.74033904,0.0,5.0,20.292,0.0,12.0,0.0,-0.812174225,2.0,1.41,16.5,9.905,6.21,0.0,1.47,6.21,0.73,194.0,10.0,Cu,Cd,1.9001599999999998,-0.18004,transition_metal
692.68,2.0,3.822215211,1.3319999999999999,2.3,-1.1570915000000002,4.0,5.0,17.964000000000002,8.0,12.0,0.0,-1.239999915,3.0,1.25,5.7,14.034,7.068,8.0,1.41,7.068,0.74,194.0,10.0,Zr,Zn,2.8041,0.20756999999999998,transition_metal
302.91,5.0,4.225207441,1.3619999999999999,1.8,-2.97839076,2.5,5.0,20.51,5.0,13.0,0.0,-3.0122553030000003,4.5,1.26,4.8,21.5325,5.585,5.0,1.77,5.585,0.59,64.0,10.0,Mo,Ga,4.96448,-0.06432,refractory
1811.0,8.0,3.501224062,1.2409999999999999,11.2,-8.28548436,3.0,4.0,18.168,2.0,8.0,4.0,-8.28548436,4.5,1.17,11.8,15.645,13.81,4.0,1.77,13.81,0.55,229.0,6.0,Ni,Fe,2.93702,-0.015780000000000002,transition_metal
2128.0,10.0,4.527079516000001,1.278,2.3,-8.46727487,4.0,5.0,20.292,8.0,4.0,8.0,-8.545958555,3.0,1.45,5.7,17.3,21.0,8.0,1.47,13.6,0.73,194.0,2.0,Cu,Zr,1.86133,-0.21886999999999998,transition_metal
923.0,10.0,4.50714913,1.278,22.4,-1.51367083,0.0,4.0,20.292,10.0,2.0,0.0,-1.54227231,2.0,1.36,16.5,11.04,8.48,0.0,1.47,8.48,0.72,194.0,0.0,Cu,Mg,1.9882900000000001,-0.09191,transition_metal
2607.0,10.0,3.780696194,1.325,10.0,-8.57093238,1.5,5.0,19.63,3.0,8.0,3.0,-9.19463357,6.0,1.25,6.4,27.665,38.59,3.0,1.83,16.74,0.62,194.0,7.0,Pd,Ru,3.2462400000000002,0.60024,noble-metal
3695.0,5.0,4.004162334,1.3619999999999999,17.3,-12.95880062,5.5,6.0,16.461,1.0,6.0,6.0,-12.95880062,6.0,1.3,4.5,44.895,52.31,6.0,1.81,37.48,0.59,229.0,4.0,Mo,W,5.25813,0.22933,refractory
2041.4,10.0,3.91660681,1.375,9.4,-5.92513799,0.5,6.0,19.63,1.0,10.0,1.0,-6.02850968,4.0,1.3,8.8,19.4575,22.175,1.0,1.78,16.74,0.63,225.0,9.0,Pd,Pt,2.81414,0.16814,noble-metal
594.22,10.0,4.272293466,1.375,10.0,-0.74033904,0.0,5.0,19.63,0.0,12.0,0.0,-0.812174225,3.0,1.41,11.8,11.475,6.21,0.0,1.67,6.21,0.64,194.0,10.0,Pd,Cd,2.4777400000000003,-0.16826,noble-metal
692.68,9.0,3.822215211,1.3319999999999999,9.4,-1.1570915000000002,0.5,6.0,18.563,1.0,12.0,0.0,-1.239999915,3.0,1.25,8.8,14.6215,7.068,1.0,1.78,7.068,0.63,194.0,10.0,Pt,Zn,2.80416,0.12775999999999998,noble-metal
2739.0,7.0,3.84489682,1.357,21.3,-8.22715557,3.0,6.0,0.0,0.0,9.0,3.0,-8.84851145,3.0,1.27,6.4,41.12,41.12,3.0,1.83,41.12,0.63,225.0,7.0,Ir,Ir,4.5471,0.0,noble-metal
2607.0,7.0,3.780696194,1.325,14.9,-8.57093238,3.0,6.0,16.76,0.0,8.0,3.0,-9.19463357,5.5,1.25,6.4,39.855,38.59,3.0,1.83,38.59,0.62,194.0,7.0,Ir,Ru,4.7411,0.19399999999999998,noble-metal
1828.05,4.0,3.8628513030000002,1.37,10.0,-5.0910129,3.0,6.0,19.63,6.0,10.0,0.0,-5.13777457,5.0,1.28,4.5,34.525,16.74,6.0,1.81,16.74,0.6,225.0,10.0,W,Pd,5.59128,-0.55582,refractory
1728.0,5.0,3.456049039,1.246,14.6,-5.43913904,3.5,5.0,18.168,3.0,10.0,2.0,-5.54632457,4.5,1.15,4.8,27.48,17.48,5.0,1.77,17.48,0.59,225.0,8.0,Mo,Ni,4.7032,-0.3256,refractory
692.68,10.0,3.822215211,1.3319999999999999,10.0,-1.1570915000000002,0.0,5.0,19.63,0.0,12.0,0.0,-1.239999915,3.0,1.25,11.8,11.904000000000002,7.068,0.0,1.67,7.068,0.64,194.0,10.0,Pd,Zn,2.5344700000000002,-0.11152999999999999,noble-metal
2128.0,2.0,4.527079516000001,1.6,2.3,-8.46727487,8.0,5.0,13.13,0.0,4.0,8.0,-8.545958555,4.0,1.45,5.7,21.0,21.0,8.0,1.41,21.0,0.84,194.0,2.0,Zr,Zr,2.5777400000000004,0.0,transition_metal
429.75,8.0,4.595332378999999,1.246,3.4,-2.65390512,1.0,5.0,18.869,2.0,13.0,0.0,-2.66680196,3.0,1.44,13.4,10.3855,3.2910000000000004,2.0,1.75,3.2910000000000004,0.69,139.0,10.0,Ni,In,2.70238,-0.25042,transition_metal
2506.0,10.0,4.4613982089999995,1.278,3.4,-9.77464936,4.0,6.0,20.292,8.0,4.0,8.0,-9.954299335,3.0,1.44,5.9,20.4,27.2,8.0,1.47,13.6,0.73,194.0,2.0,Cu,Hf,1.92442,-0.15578,transition_metal
692.68,8.0,3.822215211,1.246,14.6,-1.1570915000000002,1.0,4.0,18.168,2.0,12.0,0.0,-1.239999915,2.5,1.25,13.4,12.274000000000001,7.068,2.0,1.75,7.068,0.69,194.0,10.0,Ni,Zn,2.8961200000000002,-0.056679999999999994,transition_metal
1768.0,6.0,3.447656463,1.2409999999999999,11.2,-6.98008657,3.5,4.0,17.06,1.0,9.0,3.0,-7.080389145,4.5,1.16,11.8,15.005,16.2,4.0,1.77,13.81,0.55,194.0,7.0,Fe,Co,2.64035,0.04355,transition_metal
544.4,6.0,5.089070533,1.2409999999999999,0.9,-3.89538374,2.0,6.0,16.687,4.0,15.0,0.0,-3.9736943999999994,5.5,1.46,11.8,12.458,11.106,4.0,1.77,11.106,0.55,12.0,10.0,Fe,Bi,2.2286599999999996,-0.36814,transition_metal
1728.0,10.0,3.456049039,1.246,14.6,-5.43913904,1.0,5.0,21.49,2.0,10.0,2.0,-5.54632457,2.5,1.15,13.4,14.39,17.48,2.0,1.75,11.3,0.69,225.0,8.0,Ag,Ni,2.075071478,0.250571478,noble-metal
1234.93,4.0,4.027313073999999,1.37,18.2,-2.71997917,3.0,6.0,21.49,6.0,11.0,0.0,-2.76539356,4.0,1.34,4.5,31.805,11.3,6.0,1.81,11.3,0.6,225.0,10.0,W,Ag,5.71306,-0.43404,refractory
594.22,10.0,4.272293466,1.442,14.7,-0.74033904,0.0,6.0,20.521,0.0,12.0,0.0,-0.812174225,2.5,1.41,14.2,9.38,6.21,0.0,1.57,6.21,0.85,194.0,10.0,Au,Cd,1.7295,-0.0552,noble-metal
1728.0,9.0,3.456049039,1.246,9.4,-5.43913904,1.5,6.0,18.563,1.0,10.0,2.0,-5.54632457,3.5,1.15,8.8,19.8275,17.48,2.0,1.78,17.48,0.63,225.0,8.0,Pt,Ni,2.5602400000000003,-0.11615999999999999,noble-metal
1519.0,10.0,3.474656242,1.24,0.5,-8.87041076,2.5,4.0,20.292,5.0,7.0,5.0,-9.02056525,4.5,1.17,16.5,13.255,12.91,5.0,1.61,12.91,0.67,217.0,5.0,Cu,Mn,2.03472,-0.04548,transition_metal
1799.0,10.0,5.058773104,1.442,1.8,-6.34029752,4.5,6.0,20.521,9.0,3.0,9.0,-6.464599775,3.0,1.62,11.3,11.97,11.39,9.0,1.57,11.39,0.85,194.0,1.0,Au,Y,1.8551,0.0704,noble-metal
1687.0,4.0,4.340238825,1.32,0.0004,-4.90201039,3.0,6.0,16.345,4.0,14.0,0.0,-5.424918005,5.0,1.11,2.6,51.26,50.21,6.0,1.81,50.21,0.26,227.0,0.0,W,Si,6.04327,-0.10382999999999999,refractory
1728.0,8.0,3.456049039,1.246,14.6,-5.43913904,2.0,4.0,18.168,0.0,10.0,2.0,-5.54632457,3.0,1.15,13.4,17.48,17.48,2.0,1.75,17.48,0.69,225.0,8.0,Ni,Ni,2.9528,0.0,transition_metal
2180.0,9.0,3.550558664,1.249,7.9,-9.50480758,3.0,6.0,18.563,4.0,6.0,5.0,-9.50571654,5.0,1.18,4.9,21.5875,21.0,5.0,1.78,21.0,0.62,229.0,5.0,Pt,Cr,3.27821,0.6018100000000001,noble-metal
2128.0,9.0,4.527079516000001,1.38,2.3,-8.46727487,4.5,6.0,18.563,7.0,4.0,8.0,-8.545958555,4.0,1.45,5.7,21.5875,21.0,8.0,1.78,21.0,0.63,194.0,2.0,Pt,Zr,2.9405799999999997,0.26418,noble-metal
923.0,4.0,4.50714913,1.37,18.2,-1.51367083,3.0,6.0,15.035,4.0,2.0,0.0,-1.54227231,4.0,1.36,4.5,30.395,8.48,6.0,1.81,8.48,0.6,194.0,0.0,W,Mg,6.0591,-0.08800000000000001,refractory
2750.0,10.0,4.173988903,1.278,6.6,-10.09332153,3.0,5.0,20.292,6.0,5.0,6.0,-10.09332153,3.5,1.34,7.3,21.8,30.0,6.0,1.64,13.6,0.64,229.0,4.0,Cu,Nb,1.9946599999999999,-0.08553999999999999,transition_metal
1828.05,10.0,3.8628513030000002,1.375,10.0,-5.0910129,0.0,6.0,20.521,0.0,10.0,0.0,-5.13777457,3.5,1.28,11.8,14.645,16.74,0.0,1.67,12.55,0.64,225.0,10.0,Au,Pd,2.2041,0.4194,noble-metal
1768.0,8.0,3.447656463,1.246,14.6,-6.98008657,2.5,4.0,18.168,1.0,9.0,3.0,-7.080389145,3.0,1.16,13.0,16.84,16.2,3.0,1.75,16.2,0.65,194.0,7.0,Ni,Co,3.0680400000000003,0.11524000000000001,transition_metal
2750.0,6.0,4.173988903,1.2409999999999999,6.6,-10.09332153,5.0,5.0,16.18,2.0,5.0,6.0,-10.09332153,5.5,1.34,7.3,21.905,30.0,6.0,1.77,13.81,0.55,229.0,4.0,Fe,Nb,2.4163,-0.1805,transition_metal
923.0,8.0,4.50714913,1.246,14.6,-1.51367083,1.0,4.0,18.168,8.0,2.0,0.0,-1.54227231,2.5,1.36,13.4,12.98,8.48,2.0,1.75,8.48,0.69,194.0,0.0,Ni,Mg,2.84823,-0.10457000000000001,transition_metal
1728.0,10.0,3.456049039,1.246,10.0,-5.43913904,1.0,5.0,19.63,2.0,10.0,2.0,-5.54632457,3.5,1.15,11.8,17.11,17.48,2.0,1.75,16.74,0.64,225.0,8.0,Pd,Ni,2.5131099999999997,-0.13289,noble-metal
1828.05,8.0,3.8628513030000002,1.246,10.0,-5.0910129,1.0,5.0,19.63,2.0,10.0,0.0,-5.13777457,3.5,1.28,11.8,17.11,16.74,2.0,1.75,16.74,0.64,225.0,10.0,Ni,Pd,2.8144299999999998,-0.13837,transition_metal
2128.0,4.0,4.527079516000001,1.37,2.3,-8.46727487,7.0,6.0,13.13,2.0,4.0,8.0,-8.545958555,5.0,1.45,4.5,36.655,21.0,8.0,1.81,21.0,0.6,194.0,2.0,W,Zr,6.07872,-0.06838,refractory
