GSenergy_pa_composition_average,BulkModulus_difference,NUnfilled_composition_average,Density_min_value,valence_composition_average,HHIr_composition_average,IsAlkalineEarth_composition_average,Density_arithmetic_average,BCCvolume_padiff_composition_average,HHIp_composition_average,ElectronAffinity_composition_average,NfUnfilled_composition_average,IsRareEarth_composition_average,IsHexagonal_composition_average,ThermalConductivity_composition_average,ElectricalConductivity_composition_average,IonicRadii_composition_average,Polarizability_min_value,NValance_composition_average,ElasticModulus_composition_average,AtomicRadii_composition_average,BCCmagmom_composition_average,BCCfermi_composition_average,NfUnfilled_max_value,BCCenergy_pa_composition_average,name,Tc,group,ln(Tc)
-4.144042051750001,130.4,2.173076923076923,1.429,2.096153846153846,1204.615384615385,0.1346153846153846,4025.4858,-0.9203365384615384,1976.538461538462,98.68461538461537,0.0,0.09615384615384616,0.09615384615384616,100.6482153846154,15.225,1.215307692307692,0.802,6.326923076923077,35.35769230769231,1.161557692307692,7.741346153846153e-05,3.658288498769231,0,-2.885310676923077,Ca0.3Ba1.45La1.25Cu3O7,28.3,cuprates,3.342861804649192
-3.735161363142857,109.0,2.600000000000001,1.429,2.971428571428571,3108.571428571429,0.2857142857142857,6190.5715,-1.392857142857143,4340.0,20.48571428571428,0.0,0.0,0.1428571428571428,63.82191428571429,10.72571428571429,1.108857142857143,0.4,11.68571428571429,40.51428571428572,1.646857142857143,0.0,4.428555064285714,0,-3.361008839428572,Bi1.8Pb0.2Sr2Cu1OY,15.2,cuprates,2.721295427852231
-4.142286935817064,130.4,1.933477946493131,0.0899,2.005784526391902,1095.806218365871,0.1446131597975416,3380.70378,-1.120553145336226,1739.334779464931,93.48351409978308,0.0,0.0,0.1388286334056399,91.03504801156906,13.70209689081707,1.23939262472885,0.666793,5.956616052060737,33.43456254519161,1.115162689804772,0.0,3.164705160911063,0,-2.897891075191612,Y1Ba2Cu3H0.92O6.91,80.8,cuprates,4.39197696552705
-4.269718906868132,112.0,2.692307692307693,1.429,2.241758241758242,1298.901098901099,0.08791208791208792,5807.485799999999,-1.044120879120879,2314.285714285714,96.44615384615383,0.0,0.1318681318681319,0.1318681318681319,70.27887252747252,10.95934065934066,1.234065934065934,0.802,7.285714285714286,29.45054945054945,1.152461538461538,0.000106167032967033,4.076184709670329,0,-2.955806677802197,Pb0.5Cu0.5Sr0.8La1.2Cu1O5.1,34.9,cuprates,3.552486829208382
-4.225933413833333,130.4,1.993333333333333,1.429,2.073333333333333,1152.0,0.1266666666666666,4609.8858,-0.9291833333333334,1790.0,100.5466666666667,0.0,0.006666666666666667,0.07333333333333333,110.64328,16.674,1.196933333333333,0.802,6.606666666666666,39.34,1.144513333333333,5.367333333333334e-06,3.276808587733333,0,-2.981609217733333,Y1Ba1.9La0.1Cu4O8,61.0,cuprates,4.110873864173311
-4.994715609115854,213.0,2.49390243902439,1550.0,4.445121951219512,3139.024390243902,0.2378048780487805,9216.4,-1.608810975609756,3421.951219512195,17.88780487804878,0.0,0.006097560975609756,0.006097560975609756,94.41219512195123,12.54024390243903,0.6786585365853659,4.31,10.87195121951219,86.89634146341464,1.492951219512195,0.5147958048780488,5.687585308841465,0,-4.789917412560976,Ca9.75Lu0.25Pt3Fe10As18,10.9,Fe-based,2.388762789235098
-3.862676746899442,123.0,1.553072625698324,1.429,2.05586592178771,1086.59217877095,0.223463687150838,3160.2858,-1.209078212290503,1539.106145251397,64.17821229050281,0.0,0.0,0.0,103.3356011173185,16.33519553072626,1.179329608938548,0.802,5.776536312849163,28.74301675977654,1.158156424581006,0.0,3.382137448603352,0,-2.577697661955308,Al1Sr2Ca2Cu3O9.9,77.0,cuprates,4.343805421853684
-8.819159191481427,30.5,3.857142857142857,856.0,3.952380952380952,780.952380952381,0.0,1549.333333333333,0.832195767190476,693.6507936507937,118.732380952381,0.0,0.0,0.9523809523809523,3.474603174603175,1.844444444444444,0.2274603174603174,1.67,3.857142857142857,6.768253968253968,0.9826984126984127,0.0,8.264963739206348,0,-4.687716119682539,Rb2K1C60,25.4,low-Tc,3.234749174024491
-8.511718727625,112.0,6.2875,7310.0,4.712499999999999,7015.0,0.0,7730.0,-1.7053125,7051.25,98.80000000000001,0.0,0.0,0.0,57.4875,6.92625,0.660875,7.06,7.2125,89.15,1.47825,0.0,5.914542885625,0,-8.497184245500002,In0.15Nb3Sn0.85,18.26,low-Tc,2.904712875166823
-4.601242312475915,112.0,3.752762822329273,1.429,2.275290450552565,1398.17228676679,0.01629356758288467,4424.35725,-0.8684375885519977,3193.751771039954,107.7543213374894,0.0,0.2752904505525645,0.2752904505525645,60.74044346840466,9.204689713799944,1.236721450835931,0.802,5.817370359875319,31.57764239161236,1.146537404363843,0.0002216363417398697,4.530507536497591,0,-3.257753127232927,La1.943Sr0.115Cu1O4,24.9,cuprates,3.214867803470662
-5.462157129444444,9.9,3.5,1.251,4.611111111111112,1838.888888888889,0.0,1762.61625,-3.400347222166667,2205.555555555556,118.8,0.0,0.0,0.5555555555555556,20.43191111111112,2.588888888888889,1.337777777777778,1.1,4.611111111111112,27.77777777777778,1.233333333333333,0.0,3.570018613333333,0,-4.055090568888889,Li0.6Zr1N1Cl1,11.7,low-Tc,2.45958884180371
-5.07648789,161.7,2.6,535.0,5.0,3800.0,0.0,4409.333333333333,-2.3166666666,2420.0,99.54400000000001,0.0,0.0,0.4,49.836,10.02,0.5720000000000001,3.77,9.8,94.4,1.3664,0.84426512,4.870743326,0,-4.847597144,Li1Fe2Se2,44.0,Fe-based,3.784189633918261
-5.668611117192039,160.4,2.806,1823.0,4.806,2776.4,0.2,5280.800000000001,-2.000198850542,2693.2,29.114,0.0,0.0,0.0,48.35862,5.963799999999999,0.6793200000000001,3.63,8.193999999999999,97.762,1.480994,0.8365125806,6.000176554100001,0,-5.453923459799999,Ba1Fe1.97Mn0.03As1.3P0.7,16.0,Fe-based,2.772588722239781
-4.652099226504917,112.0,3.852643579877441,1.429,2.285022089211914,1383.568476556933,0.0,5022.476333333333,-0.8515284309533988,3221.960951973777,111.8852358557788,0.0,0.2850220892119139,0.2850220892119139,61.14780473136668,9.191962377084224,1.236112298703149,0.802,5.857488955394043,31.92247399173436,1.13501638877013,0.0002294712840245119,4.599548107382073,0,-3.294205292485393,La2Cu1O4.017,34.7,cuprates,3.546739686952813
-4.134666943683127,130.4,2.197530864197531,1.429,2.098765432098765,1194.650205761317,0.1152263374485597,4796.238166666667,-0.9111316872427982,1965.020576131687,100.5633744855967,0.0,0.09876543209876543,0.1152263374485597,100.5918905349794,15.20987654320988,1.209876543209877,0.802,6.493827160493828,36.16460905349794,1.149637860082305,7.951604938271604e-05,3.704392688641975,0,-2.873106272880658,La3Ca0.5Cd0.5Ba3Cu7O16.375,59.0,cuprates,4.07753744390572
-5.43280195578,275.0,3.866666666666667,1738.0,2.8,1640.0,0.2666666666666667,3569.666666666667,-0.7406666666666667,3573.333333333333,-40.0,0.0,0.0,0.3333333333333333,61.11333333333334,6.126666666669999,0.4013333333333333,3.03,2.8,312.1066666666667,1.186666666666667,0.0,8.211329456666666,0,-4.279084719333333,Mg0.8Zr0.2B2,37.3,low-Tc,3.61899332664977
-4.7009386759375,159.0,2.75,1.429,3.0,2312.5,0.25,3062.6858,-2.051279761875,2475.0,25.13749999999999,0.0,0.0,0.125,13.01215,2.8375,1.02375,0.802,4.75,40.75,1.327125,0.26383285,4.201613645,0,-3.73446829625,Fe1P1Sr2Sc1O3,15.0,Fe-based,2.70805020110221
-3.922524510440313,143.0,1.412915851272016,1.429,2.058708414872799,1147.749510763209,0.2348336594911937,3842.2858,-1.197035225048924,1618.199608610567,63.51291585127201,0.0,0.0,0.0,115.5751573385518,18.02465753424658,1.169432485322896,0.802,6.117416829745597,33.58512720156556,1.167632093933464,0.0,3.267547942896281,0,-2.692772353835617,V0.5Sr2.4Ca3.6Cu5.5O13.55,75.0,cuprates,4.31748811353631
-4.204919967906977,170.4,2.003100775193799,1.429,2.079069767441861,1176.279069767442,0.1550387596899225,5160.685799999999,-0.934015503875969,1866.666666666667,94.84682170542635,0.0,0.0,0.07906976744186046,97.11822170542635,14.62356589147287,1.217705426356589,0.802,6.306976744186047,35.97519379844961,1.172131782945737,0.002610910387596899,3.163581749674418,0,-2.957754571689923,Y1Ba2Cu2.98Co0.02O6.9,93.4,cuprates,4.536891345234797
-3.755701923571286,42.9,1.742857142857143,1.429,2.257142857142857,1470.0,0.2428571428571429,5097.485799999999,-1.1252857143,1510.0,85.78685714285713,0.0,0.0,0.0,13.66522857142857,2.012857142857142,1.377285714285714,0.4,7.971428571428572,6.317142857142857,1.306285714285714,0.0,3.330966882142857,0,-2.435997795571429,Ba1.7K0.3Pb0.9Bi0.1O4,11.0,low-Tc,2.397895272798371
-8.53329992375,112.0,6.375,2700.0,4.625,6925.0,0.0,6193.333333333333,-0.9518749999999999,6900.0,92.75,0.0,0.0,0.0,78.22500000000001,10.75,0.63625,6.8,5.875,93.0625,1.453,0.0,5.77819414,0,-8.513130218750002,Nb3Sn0.5Al0.5,16.2,low-Tc,2.785011242238338
-4.220858809085603,130.4,2.070038910505836,1.429,2.085603112840467,1183.268482490272,0.1478599221789883,4609.8858,-0.9265758754863813,1920.233463035019,95.53579766536964,0.0,0.007782101167315176,0.08560311284046693,97.9254233463035,14.74007782101168,1.215097276264591,0.802,6.319066147859923,36.27237354085603,1.171221789883269,6.265369649805448e-06,3.20924712770428,0,-2.97685109996109,Y1Ba1.9La0.1Cu3O6.85,67.0,cuprates,4.204692619390966
-4.961014340380952,213.0,2.39047619047619,1550.0,4.390476190476191,3418.095238095238,0.2380952380952381,9060.25,-1.576904761904762,3497.142857142857,24.57714285714285,0.0,0.0,0.0,94.79809523809524,12.60857142857143,0.679142857142857,4.31,11.4,87.93333333333334,1.494314285714286,0.4623356609523809,5.759715104571429,0,-4.757358628190476,Ca10Pt4.8Fe9.2As18,13.7,Fe-based,2.617395832834079
-8.5064671221875,94.0,6.4375,1848.0,4.487500000000001,6887.5,0.0125,4372.666666666666,0.103375,6855.0,79.6875,0.0,0.0,0.0125,99.0625,14.21625,0.613875,5.6,4.487500000000001,98.50625000000001,1.425375,0.0,5.621535353000001,0,-8.48260148975,Nb3Al0.95Be0.05,19.8,low-Tc,2.98568193770049
-3.09730287120825,138.9,1.191666666666666,1.429,3.641666666666667,1142.5,0.1416666666666667,2266.1286,-2.068916666675,1528.333333333333,162.1256666666667,0.0,0.0,0.0,97.82126666666666,14.96083333333333,1.371083333333333,0.802,6.475,23.70166666666667,1.124166666666667,0.0,2.900705441333333,0,-2.045688271416667,Ca0.85K0.15Cu1Cl2O2,24.0,cuprates,3.178053830347946
-3.685670467407926,118.0,2.47275,1.429,2.138916666666667,1516.666666666667,0.1666666666666667,6761.5715,-1.35241801724075,2466.666666666667,66.43333333333332,0.8058333333333335,0.08333333333333334,0.02775,69.33356666666667,11.141675,1.208336666666666,0.802,7.916416666666667,28.6655,1.22011275,0.0,3.114153101955,13,-2.511813683813333,Hg1Sr2Ho0.333Ce0.667Cu2O6,72.0,cuprates,4.276666119016055
-5.726365901050001,168.9,2.91,3.214,6.090000000000001,3250.0,0.0,4232.071333333333,-2.713675,2237.0,123.3256,0.0,0.0,0.41,40.93720100000001,8.88,0.6429000000000001,2.18,11.19,113.7,1.2836,1.0553314,5.725712798800001,0,-5.417955148100001,Fe1Se0.82Cl0.18,10.5,Fe-based,2.351375257163478
-5.462198017,148.0,4.45,1.429,3.95,2245.0,0.05,4574.4858,-1.258,3660.0,62.125,2.2,0.2,0.2,35.29335,4.3,0.9215,0.802,8.35,73.25,1.31335,0.5276657,4.803851406,11,-4.753654953500001,Pr0.8Sr0.2Fe1As1O1,14.6,Fe-based,2.681021528714291
-8.526368204947966,29.9,3.712918660287082,0.0899,3.734449760765551,784.38995215311,0.0,817.06818,0.6114349082834927,555.2631578947369,114.9519736842105,0.0,0.0,0.9401913875598087,6.712182200956939,1.098983253588517,0.294671052631579,0.666793,3.734449760765551,6.46232057416268,0.9704485645933015,0.0,7.972348586094498,0,-4.551200398468899,N0.72H2.16Na1K3C60,12.0,low-Tc,2.484906649788
-8.000499301175,132.0,6.279999999999999,2330.0,4.72,2795.5,0.0,4862.0,-1.4489125,3743.0,70.9,0.0,0.015,0.015,59.767,2.9686,0.4793000000000001,5.53,4.72,136.065,1.32909,1.20765e-05,7.33966911505,0,-7.867797172449999,La0.06Si1V2.94,15.92,low-Tc,2.767576180416237
-4.20290936269229,118.0,2.35487404162103,1.429,2.457831325301205,1770.53669222344,0.1095290251916758,6095.238166666667,-1.483784227820373,2537.23986856517,91.36286966046002,0.6155531215772181,0.1095290251916758,0.08981380065717416,46.50577897042717,7.421029572836803,1.232398685651698,0.4,9.128148959474261,25.19824753559693,1.167060240963856,0.0,3.694514684578313,13,-2.883470050657174,Bi2Sr2Dy1.64Ce0.36Cu2O10.26,27.0,cuprates,3.295836866004329
-5.53281480743125,148.0,4.2275,1.429,3.9775,2272.5,0.0,4191.424999999999,-1.13880625,3947.5,77.23025000000001,2.0,0.25,0.0,35.93646125,4.024999999999999,0.900925,0.557,9.272499999999999,73.75,1.290525,0.5276657,4.709279020675,8,-4.8466447142,Sm1Fe1As1F0.09O0.91,42.0,Fe-based,3.737669618283368
-4.061221395610328,130.4,2.078247261345853,1.429,2.078247261345853,1219.874804381846,0.1564945226917058,4860.35725,-0.9267996870109545,1853.677621283255,98.40046948356807,0.7824726134585289,0.07824726134585289,0.07824726134585289,98.44389452269169,14.81220657276995,1.237245696400626,0.802,6.547730829420971,34.11580594679186,1.177183098591549,0.0,3.178440723787167,10,-2.823440890125196,Nd1Ba2Cu3O6.78,63.0,cuprates,4.143134726391533
-4.485197727020548,108.0,4.013698630136986,1.429,2.232876712328767,1390.41095890411,0.0,3983.28125,-0.9798972602739726,3157.534246575343,120.6986301369863,2.73972602739726,0.273972602739726,0.273972602739726,59.59972191780822,8.753424657534246,1.275205479452055,0.557,6.726027397260275,27.39726027397261,1.103561643835616,0.0,3.162960909452055,10,-3.149559240958904,Nd2Cu1F0.3O4,19.0,cuprates,2.94443897916644
-3.847600684921053,123.0,1.531578947368421,1.429,2.289473684210527,1549.473684210526,0.2105263157894737,4889.017857142857,-1.441342105263158,1895.789473684211,72.38315789473684,0.0,0.0,0.0,86.13974210526317,13.56157894736842,1.20021052631579,0.4,8.363157894736842,26.72631578947368,1.199315789473684,0.0,3.633150497947368,0,-2.637221053315789,Bi1.7Pb0.3Sr2Ca2Cu3F0.2O9.8,111.0,cuprates,4.709530201312334
-4.894887659096502,166.9,2.589164785553048,856.0,5.153498871331829,4458.690744920994,0.0,4516.333333333333,-2.766365688544018,2191.196388261851,105.3069977426637,0.0,0.0,0.4514672686230249,48.68871331828442,10.63566591422122,0.6899548532731378,3.77,10.42663656884876,89.45372460496614,1.500537246049662,0.8004319422121897,4.970986629774267,0,-4.637355066546275,K0.75Fe1.68Se2,31.0,Fe-based,3.433987204485146
-5.142424164261035,2.0,3.387267904509284,1.251,4.448275862068966,2558.090185676393,0.0,1842.86625,-3.439358974427056,1991.777188328912,113.8029708222812,0.0,0.0,0.5305039787798409,26.96548541114058,3.959681697612732,1.464907161803713,1.1,4.448275862068966,25.42387267904509,1.411007957559682,0.0,3.361830481511936,0,-3.799289787798409,K0.77Zr1N1Cl1,13.5,low-Tc,2.602689685444384
-5.578709617562501,148.0,4.475000000000001,1.429,3.975,2275.0,0.0,3950.025,-1.0794375,3950.0,77.6975,0.0,0.25,0.25,35.9858625,4.225,0.92075,0.557,8.025,75.0,1.30925,0.527866975,5.82714386575,0,-4.898221008,La1Fe1As1F0.1O0.9,25.06153846,Fe-based,3.221334338645021
-10.18450870311568,167.0,5.158354755784062,1.251,4.898200514138818,2710.796915167095,0.0,6303.750333333333,-2.893633033419023,1732.699228791774,40.60997429305912,0.0,0.0,0.4858611825192802,29.57295992802056,4.171650385604113,1.002082262210797,1.1,12.09614395886889,94.8,1.181192802056555,0.0,6.088183123933161,0,-8.147416625958869,C0.198N0.747Ta1,10.74,low-Tc,2.373975089080719
-4.204003982459749,130.4,1.964221824686941,1.429,2.071556350626118,1158.318425760286,0.1431127012522361,4225.85725,-0.9351073345259392,1798.747763864043,97.65813953488372,0.0,0.0,0.07155635062611806,104.4364089445438,15.73166368515206,1.207871198568873,0.802,6.465116279069767,37.52415026833631,1.157763864042934,0.0,3.200831676744186,0,-2.957001130930233,Y2Ba4Cu7O14.95,67.0,cuprates,4.204692619390966
-8.213386224999999,127.0,5.918367346938775,2260.0,3.714285714285714,1418.367346938775,0.0,4624.0,0.6279591836734693,4022.448979591836,74.9938775510204,0.0,0.0,0.9591836734693877,10.14285714285714,1.025102040816326,0.4946938775510204,1.67,3.714285714285714,38.37142857142857,1.254448979591837,0.0,6.64771684020408,0,-5.600327982244897,C1.45Cr0.1Y0.9,12.4,low-Tc,2.517696472610991
-3.8835523375,132.3,3.666666666666667,4472.0,4.0,2966.666666666667,0.0,6110.666666666667,-2.493333333333334,5433.333333333333,137.8666666666667,0.0,0.0,0.3333333333333333,139.5496666666666,20.83333333333667,1.316666666666667,5.025,10.33333333333333,62.8,1.472666666666667,0.0,4.034687223333333,0,-3.67889615,Y2Cu2I2,10.1,cuprates,2.312535423847214
-4.528019588064286,152.0,3.45,1.429,2.247142857142857,1391.285714285714,0.04714285714285715,5319.485799999999,-0.9369178571428571,2991.571428571428,101.1231428571429,0.0,0.2385714285714286,0.2471428571428571,58.24564285714285,8.993571428571428,1.239742857142857,0.802,5.792857142857143,31.07,1.148655714285714,0.01462667842857143,4.3324618666,0,-3.177848513728572,La1.67Sr0.33Cu0.94Co0.06O4,29.0,cuprates,3.367295829986474
-4.048400622596899,130.4,2.038759689922481,1.429,2.077519379844961,1229.457364341085,0.1550387596899225,5257.071500000001,-0.9454263565891473,1868.992248062016,96.1,0.2131782945736434,0.07751937984496124,0.07751937984496124,97.10147751937984,14.71782945736434,1.213914728682171,0.802,7.162790697674419,36.75193798449612,1.166472868217054,0.0,3.155002722945736,11,-2.800398016007752,Lu0.75Pr0.25Ba1.7Sr0.3Cu3O6.9,66.0,cuprates,4.189654742026425
-4.622642379592143,112.0,3.776142857142857,1.429,2.276714285714286,1384.814285714286,0.009,4424.35725,-0.8663182142857142,3180.871428571429,109.8522857142857,0.0,0.2767142857142857,0.2767142857142857,61.20592714285714,9.242185714285716,1.236614285714286,0.802,5.848142857142857,31.685,1.138457,0.0002227826714285714,4.548674694597143,0,-3.268170501367143,La1.937Sr0.063Cu1O4,11.7,cuprates,2.45958884180371
-4.064694805955531,130.4,2.110253583241455,1.429,2.073502388827637,1212.973171628078,0.1470047776552738,4767.85725,-0.9085905916942302,1812.017640573318,100.1518191841235,0.8085262771040058,0.07350238882763689,0.07350238882763689,106.9239159867696,16.13744946710768,1.210731348768835,0.802,6.624770305034914,37.48621830209482,1.170720323410511,0.0,3.230749723447262,11,-2.846176040356486,Pr2Ba4Cu7O14.21,23.0,cuprates,3.13549421592915
-5.81447212584375,159.0,4.5,1.429,4.0,2483.75,0.0,4314.2858,-2.2064880951875,3648.75,71.89875,0.0,0.25,0.25,25.4167875,3.4175,0.835375,0.802,5.875,67.775,1.286125,0.527866975,6.707217574125,0,-5.038481464625001,La1Fe1As0.15P0.85O1,11.67,Fe-based,2.457021446298465
-6.903097483429752,222.3,3.851239669421488,1960.0,5.834710743801653,2878.512396694215,0.0,7859.999999999999,-5.057128099173554,1581.818181818182,148.9355371900826,0.0,0.0,0.0,61.21603305785123,7.688429752066117,0.4908264462809917,2.9,7.818181818181818,146.793388429752,1.348446280991736,0.0,8.177331289752065,0,-6.35658339644628,Mo5.1Pb1S6,14.4,low-Tc,2.667228206581955
-4.19136446818423,130.4,1.985595147839272,0.0899,2.061410159211523,1152.388172858226,0.1516300227445034,3380.70378,-0.9808756633813493,1827.141774071266,94.95314632297193,0.0,0.0,0.09021986353297953,95.44399431387414,14.3669446550417,1.22385140257771,0.666793,6.231235784685367,35.05686125852918,1.156542835481425,0.0,3.161036852752084,0,-2.937078789128127,Y1Ba2Cu3H0.19O7,93.5,cuprates,4.537961436294641
-4.397888449918999,132.0,2.736377025036819,1.429,2.368188512518409,1273.19587628866,0.1472754050073638,5465.2858,-1.140979381443299,2009.572901325479,76.88792341678939,0.5154639175257731,0.07363770250368189,0.07363770250368189,66.41287864506627,10.55964653902798,1.192341678939617,0.802,6.589101620029455,40.05891016200295,1.13640648011782,0.1554243593519882,3.337700882179676,7,-3.098876508379971,Fe1Sr2Gd1Cu2O7.58,36.5,Fe-based,3.597312260588446
-9.319640042500001,0.0,7.5,6511.0,4.5,5700.0,0.0,7540.5,-0.2225,5950.0,73.0,0.0,0.0,0.5,38.2,4.449999999999999,0.74,15.7,4.5,99.0,1.5145,0.0,4.56493636,0,-9.2802982,Nb50Zr50,10.2,low-Tc,2.322387720290225
-4.294492925933852,170.4,2.062256809338522,1.429,2.093385214007782,1167.704280155642,0.1400778210116732,5160.685799999999,-0.9557782101167315,1854.085603112841,96.99571984435796,0.0,0.0,0.0933852140077821,92.99651128404669,14.03735408560311,1.21556420233463,0.802,6.342412451361867,37.08949416342413,1.150311284046693,0.02621069571984436,3.211549257976654,0,-3.014785068988327,Y1Ba1.8Cu2.8Co0.2O7.05,70.0,cuprates,4.248495242049359
-8.1015230496875,100.0,5.875,5904.0,4.375,7075.0,0.0,7204.666666666666,-0.0896875,7262.5,75.625,0.0,0.0,0.125,59.85000000000001,7.287499999999999,0.65,-5.8166666667,6.875,91.25,1.4145,0.0,4.65948280375,0,-8.086926430000002,Nb3Ga0.5Zn0.5,16.4,low-Tc,2.797281334830153
-4.187795636215524,130.4,2.015760441292356,1.429,2.08274231678487,1187.155240346729,0.1576044129235618,4561.485799999999,-0.9240445232466509,1902.285263987391,93.80567375886525,0.0,0.0,0.07880220646178092,97.77532750197004,14.70094562647754,1.214381402679275,0.802,6.323089046493301,35.99290780141844,1.180007880220646,0.0,3.160605586012608,0,-2.95811799250591,Y1Ba2Cu2.95Ga0.05O6.69,88.0,cuprates,4.477336814478207
-4.021974934623699,130.4,1.359487590072058,1.429,2.080064051240993,1236.589271417134,0.1601281024819856,5438.10725,-0.907906325060048,1885.108086469175,97.40904723779023,0.08006405124099279,0.08006405124099279,0.08006405124099279,100.7474320256205,15.13210568454764,1.217453963170537,0.802,7.281024819855885,37.95036028823058,1.184283426741393,0.0,3.153428677742193,1,-2.807871370608487,Tm1Ba2Cu3O6.49,50.0,cuprates,3.912023005428146
-4.551766667321429,112.0,3.65,1.429,2.264285714285714,1369.285714285714,0.03571428571428571,3887.0858,-0.8901249999999999,3167.857142857143,102.1671428571428,0.0,0.2642857142857143,0.2785714285714286,57.58201428571429,8.733571428571429,1.237714285714286,0.802,5.707142857142857,30.11285714285714,1.14645,0.0002127764285714286,4.469127585571429,0,-3.199001774785715,La1.85Sr0.15Cu0.9Mg0.1O4,29.6,cuprates,3.387774361330015
