GSenergy_pa_composition_average,BulkModulus_difference,NUnfilled_composition_average,valence_composition_average,IsAlkalineEarth_composition_average,ThermalConductivity_composition_average,ElectronAffinity_composition_average,Density_min_value,HHIr_composition_average,HHIp_composition_average,CovalentRadius_composition_average,NfUnfilled_composition_average,MiracleRadius_composition_average,SecondIonizationEnergy_composition_average,SecondIonizationEnergy_min_value,Polarizability_min_value,NValance_composition_average,BCCfermi_composition_average,ElectricalConductivity_composition_average,IonicRadii_composition_average,group,mat,Tc
-6.575980625625,222.3,3.375,5.5,0.0,102.0095,150.9975,1960.0,2675.0,1450.0,126.75,0.0,119.375,20.374375,16.461,2.9,6.625,7.669009674999999,14.075000000000005,0.4575,cuprates,Cu1.5Mo4.5S6,10.9
-6.65892597764,298.0,4.716666666666667,3.183333333333333,0.0,42.00333333333334,67.21666666666667,2260.0,1691.6666666666667,3011.6666666666665,113.9,0.2166666666666666,114.04999999999998,20.52135,10.851,1.67,5.516666666666667,7.110210611833333,5.171666666668332,0.5053333333333333,low-Tc,Y0.9Ce0.1Ni2B2C1,11.9
-4.525772259964539,179.0,2.170212765957447,2.4113475177304964,0.1418439716312056,71.07985390070922,81.92695035460993,1.429,1585.1063829787236,2009.2198581560287,107.9290780141844,0.0,106.79432624113474,26.72326950354609,11.03,0.802,6.113475177304965,3.417751869929078,11.153191489361705,1.2043971631205674,cuprates,Ru0.8Sr2Y1Cu2.2O8.1,65.0
-4.266661399807293,170.4,2.03692591737826,2.095391953227171,0.1538579890760827,91.28637069005308,94.38163704900376,1.429,1191.4378029079162,1881.644741903224,113.58519886145088,0.0,111.60058466035848,26.012170397722905,10.004,0.802,6.270790060773907,3.1927112005615816,13.787829833064082,1.2177398261404724,cuprates,Y1Ba2Cu2.76Co0.24O6.999,50.7
-8.415995315,112.0,6.25,4.75,0.0,54.05,96.5,6110.0,6325.0,6375.0,156.375,0.0,144.875,14.43925,14.32,7.06,7.25,6.13315336125,6.8,0.645,low-Tc,Nb2.5Sn1V0.5,14.2
-4.572461662552914,112.0,3.544285714285714,2.29,0.0385714285714285,57.54098571428571,102.39171428571429,1.429,1384.428571428571,3024.142857142857,115.31142857142856,0.0,109.01571428571428,26.084435714285718,11.03,0.802,5.784285714285714,4.396738247285714,8.817857142857143,1.2390571428571429,cuprates,La1.73Sr0.27Cu0.94Mn0.06O4,37.0
-4.196709137875668,130.4,2.061022120518688,2.091533180778032,0.15255530129672,92.73014599542334,88.34942791762013,1.429,1193.363844393593,1906.5598779557588,112.0564454614798,0.0,110.85736079328755,26.18087490465294,10.004,0.802,6.183066361556064,3.2170198339435547,14.221205186880246,1.2093058733791,cuprates,Sr0.7Ba1.3Y1Cu2.8Al0.2O7.11,20.0
-3.851243636033333,123.0,1.7333333333333334,2.2666666666666666,0.2,73.26421333333333,67.65333333333334,1.429,1473.3333333333333,2016.0,108.28,0.0,112.18666666666668,26.187746666666666,11.03,0.4,7.866666666666667,3.4874863214666663,11.377333333333333,1.1852,cuprates,Bi1Ga1Sr1.8Ca1.2Cu2O8,24.8
-4.095795648042635,130.4,2.10077519379845,2.0775193798449614,0.1550387596899224,96.19535348837208,88.44883720930233,1.429,1253.875968992248,1942.248062015504,113.16666666666669,0.5542635658914729,111.33333333333334,25.996856589147285,10.004,0.802,6.410852713178295,3.187585848449612,14.845348837209304,1.210968992248062,cuprates,Y0.35Pr0.65Ba1Sr1Cu3O6.9,20.3
-4.601867408642858,118.0,4.571428571428571,2.307142857142857,0.0,61.874942857142855,111.8142857142857,1.429,1385.7142857142858,3228.5714285714284,113.92142857142858,2.835714285714286,106.4,26.072314285714285,10.727,0.802,6.785714285714285,3.3696293276428566,9.101428571428572,1.2627857142857142,cuprates,Gd0.2Nd1.65Ce0.15Cu1O4,18.5
-9.284397297113404,137.0,5.164948453608247,4.896907216494846,0.0,27.69032226804124,59.422680412371136,1.251,4778.350515463918,4928.865979381444,119.45360824742268,0.0,109.11340206185568,21.18625773195876,14.32,1.1,4.896907216494846,5.814702073505154,3.409278350515464,0.9986597938144328,low-Tc,Nb1C0.2N0.74,17.5
-4.089074927982409,111.0,2.1237514364006014,2.5657208521170336,0.1414302130292584,37.92770230708035,86.64936798373553,1.429,2006.231768761602,2287.3243171572526,109.41907539998232,0.3889330858304606,111.9448422169186,26.2731389551843,10.551,0.4,9.907009634933264,3.967293568240078,6.284805091487669,1.246017855564395,cuprates,Bi2Sr1.6Pr0.4Cu1O6.313,21.8
-3.380443694875,123.0,1.85625,2.83125,0.35625,138.04358750000003,8.068749999999996,1.429,2933.125,3998.125,155.825,0.0,164.2125,16.50541875,11.03,0.4,11.33125,4.4745118688125,21.765625,1.015375,cuprates,Bi4Sr3Ca2.7Y0.3Cu4OY,81.7
-10.2391799975,277.0,5.0,5.0,0.0,72.60000000000001,105.55,2260.0,2800.0,1910.0,115.8,0.0,107.6,18.7759,16.461,1.67,6.4,8.53078869,8.775,0.376,low-Tc,Mo0.8W0.2C1,12.0
-4.797057503759686,166.9,2.5483146067415734,5.078651685393259,0.0,49.18112359550562,105.32476404494383,856.0,4536.1797752809,2181.123595505618,139.68988764044946,0.0,141.20224719101125,21.27773033707865,16.18,3.77,10.305617977528092,4.875305743977529,10.72,0.704426966292135,Fe-based,K0.82Fe1.63Se2,32.0
-4.5816070109857145,112.0,3.668571428571428,2.2642857142857142,0.0214285714285714,61.09487142857143,107.14285714285714,1.429,1383.571428571429,3115.0,115.43142857142855,0.0428571428571428,108.51428571428572,26.123384285714284,10.727,0.802,5.848571428571429,4.454752199242858,9.279428571428571,1.2384142857142857,cuprates,La1.82Nd0.03Sr0.15Cu1O4,34.2
-4.603941591136152,123.0,3.7121222944496033,2.269590685048932,0.0160725766126151,64.29660690049289,108.50775055361096,1.429,1359.875705407529,3138.11700835774,115.20951496535466,0.0,108.21937281234374,26.139555753982425,11.059,0.802,5.841274376741195,4.524600971808701,9.687341952996643,1.2331480820058576,cuprates,La1.887Ca0.1125Cu1O4,20.1
-5.44819593393,170.4,2.73,4.686,0.2,56.625200000000014,30.724,3510.0,2654.6,2885.8,143.148,0.0,140.78,15.966767999999998,10.004,-5.8166666667,9.67,5.45310292902,6.775799999999999,0.74048,Fe-based,Ba1Fe1.83Zn0.06Co0.11As2,17.0
-4.227000522480643,160.4,1.5160810005955927,2.223347230494342,0.1488981536628945,80.65197415128053,88.32677188802859,1.429,1233.3234067897558,1907.0875521143537,110.66944609886838,0.0744490768314472,108.93001786777845,26.27289636688505,10.004,0.802,7.079511614055985,3.233241395696843,12.3920488385944,1.2116438356164383,Fe-based,Fe0.5Ba1Sr1Tm1Cu2.5O7.432,40.0
-4.576744374732143,130.4,3.632142857142857,2.2607142857142857,0.0249999999999999,61.41815714285714,109.2642857142857,1.429,1365.7142857142858,3066.0714285714284,115.91428571428573,0.0,108.9,26.09905357142857,10.004,0.802,5.832142857142857,4.448871343857143,9.236785714285716,1.2422142857142855,cuprates,La1.825Ba0.175Cu1O4,26.2
-4.131597459617246,130.4,1.9771762450358332,2.091295019856667,0.1369425297850002,103.7286680878258,96.38826402519744,1.429,1175.5831469393345,1956.155566713836,112.14963253754507,0.0456475099283334,109.87574747797508,26.203045556214903,10.004,0.802,6.570593874104167,3.552630934609942,15.695896288857444,1.2050851326060164,cuprates,La1.5Er0.5Ba2Ca1Cu5O11.907,78.0
-4.529766915,112.0,3.462857142857142,2.257142857142857,0.0285714285714285,60.983371428571424,105.58571428571427,1.429,1382.857142857143,3077.1428571428573,114.13714285714286,1.0971428571428572,108.43999999999998,26.125971428571425,11.03,0.802,6.514285714285714,3.8103658008,9.193142857142858,1.2275999999999998,cuprates,Sm0.96La0.84Sr0.2Cu1O4,35.0
-3.941621051623932,129.0,1.4757834757834758,2.096866096866097,0.2165242165242165,101.23482450142453,67.27094017094018,1.429,1241.8803418803418,1638.4615384615386,107.72649572649571,0.0,109.67521367521368,26.332059829059823,11.03,0.802,6.068376068376068,3.3613157147578345,15.905982905982906,1.17002849002849,cuprates,Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.55,80.0
-4.150528687508564,130.4,2.1712980586220025,2.095165588123334,0.1332318233726684,100.9990787209745,98.3287780738485,1.429,1191.2828321279026,1968.214693566806,113.15645222687476,0.0,110.37990102778836,26.152519604111152,10.004,0.802,6.323562999619337,3.6621435701941376,15.285496764370006,1.2140083745717547,cuprates,Ca0.4La1.25Ba1.35Cu3O7.135,76.0
-4.185878973412943,170.4,1.892141756548536,2.0770416024653318,0.1694915254237288,95.1638252696456,92.05839753466871,1.429,1171.8027734976886,1788.135593220339,113.45762711864408,0.0,112.01232665639446,26.003117103235745,10.004,0.802,6.261941448382126,3.182269305392912,14.394453004622497,1.217411402157165,cuprates,Y0.8Ca0.2Ba2Cu2.8Co0.2O6.98,82.5
-3.904718937266667,123.0,1.6,2.4,0.2,63.22341333333334,72.57333333333332,1.429,1806.6666666666667,2014.6666666666663,110.77333333333334,0.0,114.49333333333334,25.89924,11.03,0.4,8.933333333333334,3.7409788630666654,10.265333333333334,1.2229333333333332,cuprates,Bi2Sr2.4Ca0.6Cu2O8,94.2
-4.544987550382142,130.4,3.5369999999999995,2.250142857142857,0.0355714285714285,61.46995714285714,108.18599999999998,1.429,1357.2571428571428,2997.3571428571427,115.99885714285712,0.0,109.28057142857142,26.087900714285716,10.004,0.802,5.821571428571428,4.383589474565714,9.246300000000002,1.244962857142857,cuprates,La1.751Ba0.249Cu1O4,13.7
-5.9684782216666665,148.0,4.777777777777778,4.222222222222222,0.0,40.47512222222223,58.516666666666666,1.429,2375.0,4347.222222222222,135.8611111111111,0.0,128.16666666666666,18.759083333333333,11.059,0.802,8.222222222222221,5.631605570833333,4.680555555555555,0.85,Fe-based,La0.5Y0.5Fe1As1O0.6,39.3
-8.816187300052084,94.0,6.531249999999999,4.635416666666667,0.0,82.66354166666667,89.28125,2700.0,7221.875,7255.208333333334,154.98958333333331,0.0,141.17708333333331,15.1084375,14.32,5.84,5.15625,5.321872827291666,11.11562515625,0.6186458333333333,low-Tc,Al0.75Ge0.25Nb3.8,20.34
-4.156915540337972,130.4,2.104373757455269,2.099403578528827,0.1292246520874751,100.97216739562624,98.7769383697813,1.429,1195.825049701789,1996.0238568588477,112.92842942345928,0.0298210735586481,110.11332007952288,26.159564612326044,10.004,0.802,6.492047713717694,3.618647987673957,15.26789264413519,1.210636182902585,cuprates,La1.7Er0.3Ba2Ca0.6Cu4.6O10.92,70.0
-5.571108732749397,148.0,4.4725625,3.9725625,0.0,35.980740000000004,78.16325,1.429,2277.525,3952.45,130.75293749999997,0.0,120.9904375,20.24317375,11.059,0.557,8.0274375,5.815562841403126,4.2243312500000005,0.9205825,Fe-based,La1Fe0.99975Mn0.00025As1F0.11O0.89,23.8
-4.181941364845605,130.4,1.9976247030878855,2.0791765637371338,0.1583531274742676,98.98835011876484,93.6535233570863,1.429,1189.7862232779098,1893.5075217735548,115.0657165479018,0.0,113.0435471100554,25.80204829770388,10.004,-5.8166666667,6.3190815518606485,3.161615758701504,14.899920823436265,1.2139588281868563,cuprates,Y1Ba2Cu2.97Zn0.03O6.63,42.5
-3.9732217490930894,27.9,1.873,2.527,0.127,11.55374,103.58628,1.429,2317.7,1865.1,111.32399999999998,0.0,115.911,27.986733,10.004,0.4,9.727,3.7359581506,1.7328,1.3365699999999998,low-Tc,Ba0.635K0.365Bi1O3,30.4
-4.587427038845934,130.4,3.6619115549215415,2.263908701854493,0.021398002853067,63.19654122681884,108.31084165477888,1.429,1360.485021398003,3097.831669044223,115.35720399429388,0.0,108.45021398002854,26.137730955777457,10.004,0.802,5.835948644793152,4.482864527138373,9.526276747503568,1.2367132667617688,cuprates,La1.85Sr0.016Ca0.074Ba0.06Cu1O4.01,25.4
-6.744963824395667,287.0,4.550000000000001,3.233333333333333,0.0,40.71866666666666,64.53333333333333,2260.0,1688.3333333333333,3026.666666666667,113.91666666666669,0.0,114.1,20.502366666666667,12.24,1.67,5.45,7.144481197833333,4.943333333335,0.503,low-Tc,Y1Ni1.9Mn0.1B2C1,12.7
-4.200349449170507,130.4,1.998463901689708,2.075268817204301,0.1536098310291858,96.81764976958524,95.22242703533026,1.429,1173.8863287250383,1855.453149001536,113.71428571428572,0.0,111.67741935483872,26.15021198156682,10.004,0.802,6.299539170506913,3.155673471013825,14.572503840245776,1.21852534562212,cuprates,Y1Ba2Cu3Li0.02O7,91.18
-4.131409171633333,123.0,2.02,2.4466666666666663,0.1533333333333333,66.48094666666667,80.57333333333332,1.429,1768.0,2271.9999999999995,110.28666666666668,0.0,112.80666666666669,25.96692,11.03,0.4,8.98,3.8277811806,10.466666666666669,1.2082666666666666,cuprates,Bi4Sr3Ca1.6Y1.4Cu4O16,79.8
-4.235483790554699,130.4,2.097072419106317,2.087827426810477,0.1432973805855162,96.9322382126348,96.30647149460708,1.429,1178.8906009244993,1926.040061633282,113.67950693374422,0.0,111.3004622496148,26.06998151001541,10.004,0.802,6.318952234206472,3.226918137473035,14.589676425269646,1.216147919876733,cuprates,Y1Ba1.86La0.14Cu3O6.98,89.4
-4.306177111589148,269.0,2.0775193798449614,2.1395348837209305,0.1550387596899224,91.76008217054262,76.03333333333332,1.429,1326.3565891472867,2134.108527131783,111.42635658914728,0.0,110.41860465116278,25.84689147286821,11.03,0.802,6.449612403100776,3.224571788527132,14.372093023255816,1.1910077519379845,cuprates,Y1Sr2Cu2.8W0.2O6.9,45.0
-3.957700774599475,123.0,1.665134602757715,2.4005252790544978,0.1904136572554169,68.81252147078135,75.10525279054497,1.429,1735.0623768877217,2018.7130663164803,109.44057780695996,0.0,113.15298752462246,26.07399934340118,11.03,0.4,8.895600787918582,3.779788225476034,10.952724885095208,1.2154957321076822,cuprates,Bi2Sr1.8Y0.1Ca1.1Cu2O8.23,93.0
-5.80009764456601,161.7,3.014778325123153,6.0,0.0,41.80443349753695,106.55812807881776,4819.0,3286.6995073891626,2542.857142857143,132.29556650246306,0.0,129.1379310344828,17.754876847290642,16.18,3.77,11.940886699507391,6.8468504122660105,6.865093596059114,0.6874384236453204,Fe-based,Fe1.03Te0.7Se0.3,12.7
-3.948368383112525,27.9,1.8974668275030155,2.504624045034177,0.1025331724969843,13.726225894652188,105.91230398069963,1.429,2450.3417772416565,1839.56574185766,111.25934861278652,0.0,116.35826296743063,28.492812223562524,10.004,0.4,9.721351025331725,3.697861662042621,2.083634901487736,1.338500201045436,low-Tc,Ba0.51K0.49Bi1O2.974,22.2
-3.8093833655976743,130.4,1.3009302325581396,2.0775193798449614,0.1550387596899224,98.5593069767442,98.63260465116278,1.429,1213.7364341085272,1841.0852713178297,113.815503875969,0.0,112.85674418604653,25.995146976744184,10.004,-5.8166666667,7.319224806201551,3.0534873987937985,14.776093023255816,1.2155178294573643,cuprates,Yb1Ba2Cu2.982Zn0.018O6.9,85.1
-3.939185595752349,123.0,1.6296644295302014,2.422818791946309,0.1879194630872483,68.58323489932886,76.23292617449664,1.429,1779.0067114093958,1999.3288590604025,109.37046979865772,0.0,113.22496644295302,26.05676483221476,11.03,-5.8166666667,9.16228187919463,3.831173181304698,10.926281879194631,1.214173154362416,cuprates,Bi2.1Sr1.8Ca1Cu1.982Zn0.018O8,83.0
-4.079387615966981,130.4,2.007861635220126,2.0786163522012577,0.1572327044025157,95.5207286163522,98.37830188679244,1.429,1215.4088050314465,1851.4150943396223,115.55974842767296,0.0,112.80503144654088,25.89714937106918,10.004,0.802,6.275157232704402,3.5089683671383645,14.428459119496855,1.2315251572327044,cuprates,La1Ba2Cu2.9O6.82,45.0
-4.198462191486486,130.4,1.932432432432432,2.0675675675675675,0.1351351351351351,112.16795405405404,99.30945945945945,1.429,1155.4054054054054,1763.5135135135135,112.35135135135135,0.0,110.0135135135135,26.170851351351352,10.004,0.802,6.608108108108107,3.2378304675675675,16.905405405405407,1.195945945945946,cuprates,Y1Ba2Cu4O7.8,77.5
-4.554549044357144,112.0,3.5785714285714283,2.257142857142857,0.0285714285714285,61.00651428571428,105.58571428571427,1.429,1382.857142857143,3077.142857142857,115.17857142857142,0.1714285714285714,108.67142857142856,26.124814285714283,11.03,0.802,5.935714285714285,4.333170388714286,9.285714285714286,1.2368571428571429,cuprates,La1.65Sm0.15Sr0.2Cu1O4,24.0
-5.54826530575,148.0,4.425,3.925,0.0,35.9854075,67.9025,0.0899,2212.5,3887.5,128.375,0.0,117.95,17.613475,11.059,0.666793,7.625,5.954622174000001,4.225,0.933,Fe-based,La1Fe1As1H0.3O0.7,38.0
-4.076978059052591,170.4,1.4679040989945862,2.0819798917246715,0.1639597834493426,94.66798778035576,96.31160092807424,1.429,1213.3797370456305,1806.8832173240528,113.66898685228152,0.1361175560711523,111.79118329466355,25.95398994586233,10.004,0.802,7.020881670533642,3.177153789837587,14.292962103634958,1.2155916473317865,cuprates,Er0.88Ca0.12Ba2Cu2.82Co0.18O6.93,77.5
-8.4222385375,60.0,6.75,4.125,0.0,54.15,71.25,6511.0,4087.5,3637.5,166.625,0.0,152.0,12.1075,13.13,7.6,7.0,5.29713912375,7.262499999999999,0.7925,low-Tc,Ir0.125Rh0.125Zr0.75,10.2
-3.957858473725028,27.9,1.8916,2.5084,0.1084,13.118,105.452976,1.429,2408.84,1840.92,111.1008,0.0,116.0412,28.3888836,10.004,0.4,9.7084,3.70519896232,1.98576,1.338244,low-Tc,Ba0.542K0.458Bi1O3,23.1
-6.65888031614,291.0,4.533333333333333,3.1666666666666665,0.0,42.02166666666667,67.21666666666667,2260.0,1691.6666666666667,3011.6666666666665,113.88333333333334,0.1833333333333333,114.06666666666666,20.516350000000003,10.551,1.67,5.533333333333334,7.10916094,5.173333333334999,0.5051666666666667,low-Tc,Y0.9Pr0.1Ni2B2C1,11.2
-4.955813792946667,275.0,3.333333333333333,2.6666666666666665,0.3,68.66666666666667,-51.0,1738.0,1546.6666666666663,3576.6666666666665,102.36666666666667,0.0,111.33333333333331,21.878633333333333,15.035,-5.8166666667,3.0,8.196177036,7.283333333336666,0.394,low-Tc,Mg0.9Zn0.1B2,38.4
-8.5011335951875,94.0,6.5375,4.4625,0.0,98.37375,79.65,2700.0,6617.5,6583.75,153.66250000000002,0.0,143.0625,15.469687500000004,14.32,6.8,4.9875,5.61104172625,14.255,0.622125,low-Tc,Nb2.85Hf0.15Al1,14.4
-5.492522394451999,170.4,2.7152,4.7576,0.2,55.58192,30.7632,3510.0,2759.92,2896.96,143.5484,0.0,140.9604,15.99914,10.004,4.31,9.6424,5.4635762119,6.534559999999999,0.737908,Fe-based,Ba1Fe1.894Pd0.106As2,13.3
-4.030900238525542,160.4,1.4520123839009291,2.086687306501548,0.1547987616099071,92.1841394736842,97.01369969040248,1.429,1216.640866873065,1840.015479876161,113.71981424148608,0.1547987616099071,111.74535603715172,25.96195743034056,10.004,-5.8166666667,7.164086687306503,3.1524924956888545,13.848606811145514,1.2168034055727557,Fe-based,Er1Ba2Cu2.78Zn0.18Fe0.03O6.93,46.0
-4.0521478753923015,161.7,1.9629903774981496,2.222057735011103,0.1480384900074019,81.07388408586232,97.21769059955588,1.429,1177.2760917838636,1810.140636565507,112.4840858623242,0.5181347150259067,111.03923019985196,26.18813249444856,10.004,0.802,6.629163582531458,3.1745679770540343,12.142857142857142,1.223094004441155,Fe-based,Fe0.5Ba2Eu1Cu2.5O7.51,60.0
-4.579207746911765,148.0,3.0588235294117645,2.323529411764706,0.1176470588235294,52.41670588235294,88.68235294117648,1.429,1705.8823529411766,2594.1176470588234,110.41176470588236,1.0882352941176472,107.5,26.480176470588237,10.851,0.802,6.1764705882352935,3.2075653047058825,8.255882352941176,1.2241176470588235,cuprates,Sm1.5Ce0.5Sr2Cu2Nb1O10,25.0
-4.0181246934375,99.0,1.8125,2.0625,0.1875,102.120575,68.625,1.429,1350.0,2050.0,114.4375,0.0,114.4375,25.464625,11.03,0.802,6.3125,3.154189048125,16.225,1.1825,cuprates,Sr0.75Y0.25Cu1O2,38.6
-5.574472099731251,198.0,4.4725,3.98,0.0,36.12326375000001,78.48725,1.429,2302.25,3955.5,130.80499999999998,0.0,121.02375,20.2453825,11.059,0.557,8.0275,5.824150576475001,4.238875,0.9208375,Fe-based,La1Fe0.985Ru0.015As1F0.11O0.89,27.5
-3.923657640695271,123.0,1.6056134354356328,2.394386564564367,0.1971932822821835,67.50558976566865,73.85051763236598,1.429,1748.8907877871627,1985.5227265257831,109.64544647845663,0.0,113.49551385282808,26.050710191606136,11.03,0.4,8.892168140138693,3.762764910917935,10.812764978473068,1.2185821803003911,cuprates,Bi2Sr2Ca1Cu2O8.2135,70.0
-5.517534998612501,148.0,4.455,3.955,0.0,35.9810725,81.43549999999999,1.429,2295.0,3970.0,130.595,0.0,119.87,20.240635,11.059,0.557,8.045,5.7339339463500005,4.225,0.91935,Fe-based,La1Fe1As1F0.18O0.82,14.3
-5.59599170371875,169.0,4.975,3.925,0.0,35.614787500000006,74.10875,1.429,2296.25,3926.25,129.70000000000002,2.75,121.5875,20.155899999999995,10.551,0.802,8.4,4.935062541375,4.245,0.912375,Fe-based,Pr1Fe0.9Co0.1As0.95P0.05O1,14.2
-6.389418596991762,287.0,4.494233937397035,3.164744645799011,0.0,42.743163097199336,74.18945634266886,2260.0,1791.2685337726523,2992.4217462932456,113.33772652388798,0.0,113.45634266886326,20.76303789126853,13.888,1.67,7.835255354200989,7.060460253360791,5.313673805602964,0.497973640856672,low-Tc,Lu1Ni1.93Co0.14B2C1,10.5
-8.386395839250001,112.0,6.325,4.675,0.0,54.54,96.55,4507.0,6460.0,6470.0,157.45,0.0,145.925,14.3425,13.58,7.06,7.175,5.7945780385,6.825,0.6552500000000001,low-Tc,Nb2.7Ti0.3Sn1,16.4
-3.911475816528239,123.0,1.6345514950166111,2.380066445182724,0.1980066445182724,68.53897475083056,73.39368770764119,1.429,1680.863787375415,1957.2757475083056,110.11295681063122,0.0132890365448504,114.24717607973422,25.91762591362126,10.727,0.4,8.908970099667773,3.767802317966778,10.968504983388703,1.220186046511628,cuprates,Bi1.7Pb0.3Sr2Ca0.98Nd0.02Cu2O8.05,80.89
-5.812622516707317,9.9,3.74390243902439,4.963414634146341,0.0,14.161853658536586,124.55609756097562,1.251,1608.5365853658536,2137.80487804878,117.02439024390245,0.0,83.09756097560975,26.829158536585364,13.13,1.1,4.963414634146341,3.8961464165853656,1.6999999999999995,1.3941463414634143,low-Tc,Li0.28Zr1N1Cl1,13.4
-4.08343808255102,130.4,1.8430141287284143,2.062794348508634,0.1726844583987441,97.20269042386184,90.03563579277865,1.429,1171.899529042386,1788.8540031397172,114.2888540031397,0.0,113.15227629513345,25.845618524332806,10.004,-5.8166666667,6.3139717425431705,3.149382986813187,14.649921507064365,1.2153846153846155,cuprates,Y0.8Ca0.2Ba2Cu2.8Zn0.2O6.74,44.0
-4.204279484396666,130.4,1.9326666666666663,2.0666666666666664,0.1333333333333333,110.48594666666663,99.7878,1.429,1146.9333333333334,1746.6666666666667,111.72666666666667,0.0,109.40933333333334,26.288581333333333,10.004,-5.8166666667,6.600666666666667,3.235330730386667,16.6508,1.1986733333333333,cuprates,Y1Ba2Cu3.99Zn0.01O8,73.3
-4.938954635,148.0,2.5,3.25,0.25,21.095275,29.787499999999994,1.429,2037.5,2362.5,124.0,0.0,123.75,22.109250000000003,11.03,0.802,6.25,4.002862551250001,3.625,1.0487499999999998,Fe-based,Fe2As2Sr4V2O6,27.0
-4.559714633375,148.0,2.325,3.05,0.2875,25.024025,16.662499999999994,1.429,1771.25,2245.0,124.1625,0.0,125.425,22.0300625,11.03,0.802,6.050000000000001,3.609640089375,4.1925,1.0616249999999998,Fe-based,Fe2As2Sr4Mg0.6Ti1.4O6,29.0
-5.120110096146666,275.0,3.6833333333333336,2.736666666666667,0.2633333333333333,75.67,-39.41666666666667,1738.0,1535.0,3441.0,101.6,0.0,110.67,22.04651,15.035,3.03,2.736666666666667,8.459323034733332,8.537666666669999,0.3807333333333333,low-Tc,Mg0.79Al0.21B2,27.1
